,location,size,total_sqft,bath,price,bhk
6528,Subramanyapura,3 BHK,1260.0,2.0,75.0,3
6529,Subramanyapura,2 BHK,1000.0,2.0,45.0,2
6531,Subramanyapura,2 BHK,929.0,1.0,51.0,2
6532,Subramanyapura,3 BHK,1880.0,3.0,110.0,3
6534,Sultan Palaya,3 BHK,1700.0,3.0,120.0,3
6535,Sultan Palaya,2 BHK,1100.0,2.0,45.0,2
6536,Sultan Palaya,2 BHK,900.0,2.0,45.0,2
6537,Sultan Palaya,2 BHK,870.0,2.0,65.0,2
6538,Sultan Palaya,3 BHK,1765.0,3.0,80.0,3
6539,Sultan Palaya,3 BHK,1713.0,3.0,125.0,3
6540,Sultan Palaya,2 BHK,1009.0,2.0,65.0,2
6541,Sultan Palaya,4 Bedroom,5000.0,5.0,325.0,4
6542,Sultan Palaya,2 BHK,1070.0,2.0,49.0,2
6543,TC Palaya,3 Bedroom,1475.0,3.0,98.0,3
6544,TC Palaya,2 Bedroom,1200.0,2.0,60.0,2
6549,TC Palaya,2 Bedroom,1240.0,2.0,60.0,2
6550,TC Palaya,3 Bedroom,1500.0,2.0,100.0,3
6551,TC Palaya,2 Bedroom,1200.0,2.0,65.0,2
6552,TC Palaya,2 Bedroom,1200.0,2.0,70.0,2
6553,TC Palaya,2 Bedroom,900.0,2.0,55.0,2
6556,TC Palaya,4 Bedroom,4800.0,3.0,302.0,4
6557,TC Palaya,2 Bedroom,1000.0,2.0,64.0,2
6559,TC Palaya,2 Bedroom,900.0,2.0,55.0,2
6560,TC Palaya,2 Bedroom,1200.0,2.0,66.0,2
6563,TC Palaya,2 Bedroom,900.0,2.0,55.0,2
6565,TC Palaya,2 Bedroom,900.0,2.0,55.0,2
6568,TC Palaya,2 Bedroom,1200.0,2.0,65.0,2
6569,TC Palaya,2 BHK,1500.0,2.0,75.0,2
6571,TC Palaya,2 Bedroom,1000.0,2.0,70.0,2
6572,TC Palaya,2 Bedroom,1100.0,2.0,65.0,2
6576,TC Palaya,2 BHK,1800.0,2.0,80.0,2
6578,TC Palaya,2 Bedroom,1200.0,2.0,70.0,2
6579,TC Palaya,1 Bedroom,1350.0,1.0,55.0,1
6580,TC Palaya,2 Bedroom,900.0,2.0,55.0,2
6581,TC Palaya,2 Bedroom,900.0,2.0,55.0,2
6582,TC Palaya,2 BHK,1082.0,2.0,64.0,2
6586,TC Palaya,2 BHK,1152.0,2.0,55.0,2
6590,Talaghattapura,3 BHK,1868.0,3.0,131.0,3
6591,Talaghattapura,3 BHK,2038.5,3.0,120.0,3
6592,Talaghattapura,3 BHK,2106.0,3.0,126.0,3
6593,Talaghattapura,3 BHK,1868.0,3.0,121.0,3
6594,Talaghattapura,3 BHK,2106.0,3.0,126.0,3
6595,Talaghattapura,3 BHK,1868.0,3.0,135.0,3
6596,Talaghattapura,3 BHK,1856.0,3.0,135.0,3
6597,Talaghattapura,3 BHK,1868.0,3.0,120.0,3
6598,Talaghattapura,3 BHK,1804.0,3.0,115.0,3
6599,Talaghattapura,3 BHK,1856.0,3.0,135.0,3
6600,Talaghattapura,3 BHK,2254.0,3.0,153.0,3
6601,Talaghattapura,3 BHK,2106.0,3.0,148.0,3
6602,Talaghattapura,3 BHK,1856.0,3.0,135.0,3
6603,Talaghattapura,3 BHK,2273.0,3.0,159.0,3
6604,Talaghattapura,3 BHK,2099.0,3.0,147.0,3
6605,Talaghattapura,2 BHK,1100.0,2.0,50.0,2
6606,Talaghattapura,2 BHK,1100.0,2.0,49.49,2
6607,Talaghattapura,3 BHK,1575.0,3.0,80.0,3
6608,Talaghattapura,3 BHK,2273.0,3.0,145.0,3
6609,Talaghattapura,2 BHK,1175.0,2.0,62.0,2
6610,Talaghattapura,3 BHK,1804.0,3.0,127.0,3
6611,Talaghattapura,2 BHK,1062.0,2.0,42.48,2
6612,Talaghattapura,3 BHK,2038.5,3.0,122.0,3
6613,Talaghattapura,3 Bedroom,1800.0,3.0,84.0,3
6614,Talaghattapura,3 BHK,2265.0,3.0,159.0,3
6615,Talaghattapura,3 BHK,2099.0,3.0,134.0,3
6616,Thanisandra,1 RK,510.0,1.0,25.25,1
6617,Thanisandra,2 BHK,1296.0,2.0,80.0,2
6619,Thanisandra,3 BHK,2144.0,3.0,145.0,3
6621,Thanisandra,1 RK,445.0,1.0,28.0,1
6622,Thanisandra,2 BHK,1296.0,2.0,83.0,2
6624,Thanisandra,3 BHK,2144.0,3.0,135.0,3
6626,Thanisandra,2 BHK,1093.0,2.0,70.0,2
6627,Thanisandra,3 BHK,1265.0,2.0,79.0,3
6628,Thanisandra,3 BHK,1651.0,3.0,97.38,3
6629,Thanisandra,2 BHK,1265.0,2.0,85.0,2
6630,Thanisandra,1 RK,510.0,1.0,25.25,1
6631,Thanisandra,1 BHK,776.5,2.0,48.145,1
6632,Thanisandra,3 BHK,1564.0,3.0,101.0,3
6634,Thanisandra,3 BHK,1847.0,3.0,123.0,3
6636,Thanisandra,3 BHK,1697.0,3.0,114.0,3
6638,Thanisandra,6 Bedroom,3500.0,5.0,160.0,6
6639,Thanisandra,3 BHK,1573.0,3.0,95.0,3
6640,Thanisandra,3 BHK,1917.0,3.0,122.0,3
6641,Thanisandra,1 BHK,693.0,1.0,34.3,1
6642,Thanisandra,2 BHK,1098.0,2.0,68.0,2
6643,Thanisandra,1 BHK,760.0,1.0,50.3,1
6646,Thanisandra,3 BHK,2002.0,3.0,112.0,3
6651,Thanisandra,3 BHK,1697.0,3.0,115.0,3
6652,Thanisandra,1 Bedroom,1380.0,1.0,62.1,1
6653,Thanisandra,1 BHK,923.0,1.0,60.84,1
6655,Thanisandra,1 BHK,923.0,1.0,45.69,1
6657,Thanisandra,2 BHK,1296.0,2.0,72.0,2
6659,Thanisandra,3 BHK,1698.0,3.0,102.0,3
6660,Thanisandra,3 BHK,1411.0,3.0,93.04,3
6661,Thanisandra,3 BHK,1996.0,3.0,135.0,3
6662,Thanisandra,3 BHK,1801.0,3.0,115.0,3
6663,Thanisandra,2 BHK,1265.0,2.0,82.0,2
6665,Thanisandra,3 BHK,1917.0,4.0,113.0,3
6666,Thanisandra,1 BHK,662.0,1.0,42.0,1
6668,Thanisandra,3 BHK,1948.0,3.0,130.0,3
6670,Thanisandra,2 BHK,1098.0,2.0,74.0,2
6672,Thanisandra,3 BHK,1564.0,3.0,104.0,3
6678,Thanisandra,3 BHK,2127.0,3.0,135.0,3
6680,Thanisandra,2 BHK,1276.0,2.0,75.0,2
6681,Thanisandra,1 BHK,693.0,1.0,34.3,1
6682,Thanisandra,4 BHK,2259.0,5.0,135.0,4
6683,Thanisandra,2 BHK,1265.0,2.0,78.0,2
6685,Thanisandra,2 BHK,934.0,2.0,55.0,2
6686,Thanisandra,2 BHK,1056.0,2.0,68.0,2
6687,Thanisandra,3 BHK,1595.0,3.0,110.0,3
6688,Thanisandra,3 BHK,1411.0,3.0,93.15,3
6689,Thanisandra,2 BHK,1093.0,2.0,68.1,2
6691,Thanisandra,2 BHK,1093.0,2.0,72.0,2
6693,Thanisandra,3 BHK,1698.0,3.0,107.0,3
6694,Thanisandra,3 BHK,1564.0,3.0,105.0,3
6695,Thanisandra,2 BHK,1265.0,2.0,83.0,2
6696,Thanisandra,1 BHK,784.0,1.0,35.285,1
6697,Thanisandra,2 BHK,965.0,2.0,56.0,2
6698,Thanisandra,3 BHK,1546.0,3.0,95.0,3
6699,Thanisandra,1 BHK,777.0,1.0,38.535,1
6700,Thanisandra,3 BHK,1697.0,3.0,110.0,3
6701,Thanisandra,3 BHK,1492.0,3.0,88.0,3
6702,Thanisandra,3 BHK,2072.0,3.0,122.0,3
6703,Thanisandra,3 BHK,1880.0,3.0,120.0,3
6704,Thanisandra,1 BHK,760.0,1.0,50.0,1
6706,Thanisandra,1 BHK,933.0,2.0,58.0,1
6707,Thanisandra,3 BHK,1917.0,3.0,110.0,3
6708,Thanisandra,3 BHK,1996.0,4.0,123.0,3
6709,Thanisandra,2 BHK,1183.0,2.0,77.25,2
6710,Thanisandra,3 BHK,1491.0,3.0,88.0,3
6712,Thanisandra,1 BHK,662.0,1.0,29.0,1
6714,Thanisandra,3 BHK,1564.0,3.0,100.0,3
6715,Thanisandra,1 BHK,662.0,1.0,45.0,1
6716,Thanisandra,3 BHK,1573.0,3.0,98.0,3
6717,Thanisandra,3 BHK,1262.0,2.0,83.0,3
6718,Thanisandra,2 BHK,1056.0,2.0,65.0,2
6720,Thanisandra,3 BHK,1702.0,3.0,115.0,3
6721,Thanisandra,2 BHK,1343.0,2.0,75.0,2
6722,Thanisandra,3 BHK,1935.0,4.0,122.0,3
6723,Thanisandra,2 BHK,933.0,2.0,55.0,2
6724,Thanisandra,2 BHK,1183.0,2.0,77.3,2
6725,Thanisandra,1 BHK,662.0,1.0,38.0,1
6726,Thanisandra,2 BHK,1265.0,2.0,72.0,2
6727,Thanisandra,3 BHK,1595.0,3.0,105.0,3
6729,Thanisandra,1 BHK,580.0,1.0,27.5,1
6730,Thanisandra,3 BHK,2087.0,4.0,139.0,3
6732,Thanisandra,2 BHK,1098.0,2.0,71.0,2
6733,Thanisandra,3 BHK,1411.0,3.0,93.25,3
6736,Thanisandra,3 BHK,1732.0,3.0,112.0,3
6737,Thanisandra,1 BHK,933.0,1.0,61.0,1
6738,Thanisandra,3 BHK,1702.0,3.0,107.0,3
6739,Thanisandra,1 BHK,747.0,1.0,34.355,1
6740,Thanisandra,3 BHK,2030.0,4.0,125.0,3
6742,Thanisandra,4 BHK,1948.0,4.0,129.0,4
6743,Thanisandra,3 BHK,1573.0,3.0,90.0,3
6744,Thanisandra,2 BHK,1056.0,2.0,70.0,2
6745,Thanisandra,3 BHK,1595.0,3.0,96.0,3
6748,Thanisandra,2 BHK,1245.0,2.0,83.05,2
6749,Thanisandra,3 BHK,1261.0,2.0,80.0,3
6750,Thanisandra,3 BHK,1884.0,4.0,117.0,3
6751,Thanisandra,2 BHK,965.0,2.0,54.0,2
6752,Thanisandra,3 BHK,1930.0,4.0,122.0,3
6753,Thanisandra,1 BHK,777.0,1.0,38.46,1
6755,Thanisandra,3 BHK,1930.0,4.0,120.0,3
6756,Thanisandra,1 BHK,760.0,1.0,50.4,1
6757,Thanisandra,1 BHK,663.0,1.0,32.82,1
6758,Thanisandra,3 BHK,1801.0,3.0,115.0,3
6759,Thanisandra,3 BHK,1806.0,6.0,116.0,3
6760,Thanisandra,4 Bedroom,3671.0,4.0,220.0,4
6762,Thanisandra,2 BHK,1305.0,2.0,90.0,2
6763,Thanisandra,3 BHK,1965.0,4.0,125.0,3
6764,Thanisandra,3 BHK,1573.0,3.0,100.0,3
6767,Thanisandra,4 BHK,1917.0,4.0,130.0,4
6769,Thigalarapalya,4 BHK,3122.0,6.0,230.0,4
6771,Thigalarapalya,2 BHK,1297.0,2.0,103.0,2
6772,Thigalarapalya,2 BHK,1418.0,2.0,95.0,2
6773,Thigalarapalya,4 BHK,3122.0,6.0,235.0,4
6774,Thigalarapalya,4 BHK,3122.0,6.0,245.0,4
6776,Thigalarapalya,2 BHK,1418.0,2.0,103.0,2
6777,Thigalarapalya,2 BHK,1418.0,2.0,101.0,2
6778,Thigalarapalya,2 BHK,1418.0,2.0,104.0,2
6780,Thigalarapalya,4 BHK,3122.0,5.0,225.0,4
6781,Thigalarapalya,4 BHK,2912.0,6.0,210.0,4
6782,Thigalarapalya,2 BHK,1418.0,2.0,103.0,2
6783,Thigalarapalya,3 BHK,2072.0,4.0,159.0,3
6785,Thigalarapalya,2 BHK,1418.0,2.0,106.0,2
6787,Thigalarapalya,2 BHK,1418.0,2.0,104.0,2
6788,Thigalarapalya,4 BHK,3122.0,6.0,237.0,4
6789,Thigalarapalya,2 BHK,1418.0,2.0,105.0,2
6790,Thigalarapalya,2 BHK,1418.0,2.0,104.0,2
6793,Thigalarapalya,2 BHK,1418.0,2.0,106.0,2
6794,Thigalarapalya,3 BHK,2072.0,4.0,155.0,3
6795,Thigalarapalya,3 BHK,1830.0,4.0,135.0,3
6796,Thigalarapalya,2 BHK,1418.0,2.0,105.0,2
6797,Thigalarapalya,3 BHK,2072.0,4.0,160.0,3
6801,Thigalarapalya,3 BHK,2072.0,4.0,160.0,3
6802,Thigalarapalya,3 BHK,2072.0,4.0,155.0,3
6803,Thigalarapalya,4 BHK,3122.0,6.0,235.0,4
6804,Thigalarapalya,3 BHK,2072.0,4.0,153.0,3
6806,Thigalarapalya,3 BHK,2072.0,4.0,157.0,3
6807,Thigalarapalya,2 BHK,1418.0,2.0,105.0,2
6808,Thigalarapalya,4 BHK,3362.0,5.0,249.0,4
6809,Thigalarapalya,4 BHK,3122.0,6.0,245.0,4
6812,Thigalarapalya,4 BHK,4190.0,4.0,325.0,4
6816,Thigalarapalya,2 BHK,1400.0,2.0,105.0,2
6818,Thigalarapalya,2 BHK,1297.0,2.0,98.0,2
6820,Thubarahalli,4 Bedroom,3800.0,4.0,239.0,4
6821,Thubarahalli,2 BHK,1200.0,2.0,78.0,2
6822,Thubarahalli,2 BHK,1128.0,2.0,75.0,2
6823,Thubarahalli,2 BHK,1185.0,2.0,65.0,2
6824,Thubarahalli,2 BHK,975.0,2.0,55.0,2
6825,Thubarahalli,2 BHK,1330.0,2.0,75.0,2
6826,Thubarahalli,2 BHK,1085.0,2.0,70.0,2
6827,Thubarahalli,2 BHK,1216.0,2.0,80.0,2
6828,Thubarahalli,2 BHK,1200.0,2.0,79.0,2
6829,Thubarahalli,2 BHK,1200.0,2.0,80.0,2
6830,Thubarahalli,2 BHK,1200.0,2.0,79.55,2
6832,Thubarahalli,3 BHK,2625.0,3.0,175.0,3
6833,Thubarahalli,2 BHK,975.0,2.0,50.0,2
6835,Thubarahalli,3 BHK,1584.0,3.0,101.0,3
6836,Tindlu,3 Bedroom,1500.0,2.0,87.0,3
6837,Tindlu,7 Bedroom,7500.0,7.0,400.0,7
6838,Tindlu,3 BHK,1357.0,2.0,65.0,3
6839,Tindlu,3 Bedroom,1500.0,3.0,87.0,3
6840,Tindlu,3 BHK,1370.07,3.0,65.0,3
6841,Tindlu,2 BHK,1165.0,2.0,59.8,2
6842,Tindlu,2 BHK,1050.0,2.0,55.0,2
6843,Tindlu,2 BHK,1100.0,2.0,55.0,2
6844,Tumkur Road,3 BHK,1500.0,3.0,95.0,3
6845,Tumkur Road,3 BHK,1779.0,3.0,112.0,3
6846,Tumkur Road,3 BHK,1586.0,3.0,100.0,3
6847,Tumkur Road,2 BHK,1098.0,2.0,72.0,2
6848,Tumkur Road,3 BHK,1354.0,3.0,90.0,3
6849,Tumkur Road,3 BHK,1240.0,2.0,84.0,3
6850,Tumkur Road,2 BHK,1239.0,2.0,82.0,2
6851,Tumkur Road,2 BHK,1246.0,2.0,82.0,2
6852,Tumkur Road,3 BHK,1500.0,3.0,100.0,3
6854,Tumkur Road,3 BHK,1416.0,3.0,94.0,3
6855,Tumkur Road,2 BHK,1027.0,2.0,60.0,2
6856,Tumkur Road,2 BHK,1027.0,2.0,68.62,2
6857,Tumkur Road,3 BHK,1459.0,2.0,95.0,3
6858,Tumkur Road,2 BHK,992.0,2.0,60.0,2
6859,Tumkur Road,2 BHK,1066.0,2.0,52.5,2
6860,Tumkur Road,3 BHK,1240.0,2.0,79.0,3
6861,Tumkur Road,3 BHK,1441.0,2.0,95.0,3
6862,Tumkur Road,3 BHK,1240.0,2.0,83.0,3
6863,Tumkur Road,2 BHK,1027.0,2.0,67.0,2
6865,Tumkur Road,3 BHK,1354.0,3.0,85.86,3
6866,Ulsoor,3 BHK,2135.0,3.0,215.0,3
6867,Ulsoor,2 BHK,1275.0,2.0,120.0,2
6868,Ulsoor,3 BHK,1020.0,3.0,110.0,3
6869,Ulsoor,2 BHK,1200.0,2.0,60.0,2
6870,Ulsoor,2 BHK,1180.0,2.0,100.0,2
6871,Ulsoor,3 BHK,1340.0,3.0,90.0,3
6872,Ulsoor,3 BHK,1500.0,2.0,125.0,3
6873,Ulsoor,3 BHK,2000.0,3.0,185.0,3
6874,Ulsoor,2 BHK,1255.0,2.0,120.0,2
6875,Ulsoor,3 BHK,1685.0,4.0,185.0,3
6877,Ulsoor,3 BHK,2135.0,3.0,170.0,3
6878,Ulsoor,2 Bedroom,1160.0,2.0,130.0,2
6879,Uttarahalli,3 BHK,1440.0,2.0,62.0,3
6880,Uttarahalli,2 BHK,1143.0,2.0,45.0,2
6881,Uttarahalli,2 BHK,1020.0,2.0,45.0,2
6882,Uttarahalli,2 BHK,1286.0,2.0,63.0,2
6883,Uttarahalli,2 BHK,1101.0,2.0,45.0,2
6884,Uttarahalli,2 BHK,1345.0,2.0,67.0,2
6887,Uttarahalli,2 BHK,1175.0,2.0,47.0,2
6888,Uttarahalli,3 BHK,1390.0,2.0,62.55,3
6889,Uttarahalli,3 BHK,1330.0,2.0,56.0,3
6890,Uttarahalli,2 BHK,1008.0,2.0,45.0,2
6891,Uttarahalli,3 BHK,1390.0,2.0,60.47,3
6892,Uttarahalli,3 BHK,1617.0,3.0,66.68,3
6893,Uttarahalli,2 BHK,1150.0,2.0,49.0,2
6894,Uttarahalli,3 BHK,1330.0,2.0,56.0,3
6895,Uttarahalli,2 BHK,1200.0,2.0,44.0,2
6898,Uttarahalli,2 BHK,882.0,2.0,30.0,2
6899,Uttarahalli,2 BHK,993.0,2.0,39.71,2
6900,Uttarahalli,2 BHK,1045.0,2.0,45.0,2
6901,Uttarahalli,2 BHK,850.0,2.0,37.93,2
6903,Uttarahalli,6 BHK,3600.0,6.0,120.0,6
6904,Uttarahalli,3 BHK,1788.0,3.0,98.34,3
6905,Uttarahalli,3 BHK,1345.0,2.0,57.0,3
6906,Uttarahalli,2 BHK,1089.0,2.0,43.55,2
6908,Uttarahalli,2 BHK,1279.0,2.0,48.0,2
6910,Uttarahalli,3 BHK,1425.0,2.0,64.0,3
6911,Uttarahalli,2 BHK,1155.0,2.0,40.42,2
6912,Uttarahalli,2 BHK,1050.0,2.0,42.0,2
6913,Uttarahalli,3 BHK,1300.0,2.0,55.0,3
6914,Uttarahalli,3 BHK,1250.0,2.0,55.0,3
6915,Uttarahalli,3 BHK,1700.0,3.0,88.0,3
6916,Uttarahalli,3 BHK,1200.0,3.0,50.0,3
6917,Uttarahalli,2 BHK,1085.0,2.0,43.0,2
6919,Uttarahalli,2 BHK,1175.0,2.0,47.0,2
6920,Uttarahalli,3 BHK,1689.28,3.0,91.2,3
6921,Uttarahalli,2 BHK,1175.0,2.0,47.0,2
6922,Uttarahalli,2 BHK,1137.0,2.0,63.0,2
6923,Uttarahalli,3 BHK,1215.0,2.0,52.85,3
6925,Uttarahalli,2 BHK,1325.0,2.0,53.0,2
6926,Uttarahalli,3 BHK,1300.0,2.0,60.0,3
6927,Uttarahalli,2 BHK,850.0,2.0,35.0,2
6928,Uttarahalli,3 BHK,1627.86,3.0,88.0,3
6930,Uttarahalli,3 BHK,1360.0,2.0,61.2,3
6931,Uttarahalli,1 BHK,661.0,1.0,36.0,1
6932,Uttarahalli,2 BHK,1134.0,2.0,45.36,2
6934,Uttarahalli,3 BHK,1320.0,2.0,55.44,3
6935,Uttarahalli,3 BHK,1390.0,2.0,61.16,3
6936,Uttarahalli,2 BHK,1090.0,2.0,45.0,2
6937,Uttarahalli,2 BHK,1050.0,2.0,42.0,2
6938,Uttarahalli,2 BHK,1123.0,2.0,48.0,2
6939,Uttarahalli,3 BHK,1329.0,2.0,56.0,3
6940,Uttarahalli,2 BHK,938.0,2.0,35.0,2
6943,Uttarahalli,2 BHK,1100.0,1.0,45.0,2
6944,Uttarahalli,2 BHK,1125.0,2.0,47.0,2
6946,Uttarahalli,3 BHK,1685.0,3.0,85.0,3
6947,Uttarahalli,3 BHK,1390.0,2.0,62.55,3
6949,Uttarahalli,2 BHK,1180.0,2.0,41.3,2
6950,Uttarahalli,2 BHK,1380.0,2.0,42.0,2
6951,Uttarahalli,3 BHK,1737.0,2.0,95.0,3
6953,Uttarahalli,2 BHK,1160.0,2.0,45.0,2
6954,Uttarahalli,3 BHK,1280.0,2.0,60.0,3
6956,Uttarahalli,2 BHK,1190.0,2.0,53.55,2
6957,Uttarahalli,3 BHK,1330.0,2.0,57.0,3
6958,Uttarahalli,3 BHK,1560.0,3.0,74.0,3
6960,Uttarahalli,2 BHK,1125.0,2.0,48.0,2
6961,Uttarahalli,3 BHK,1320.0,2.0,55.44,3
6963,Uttarahalli,2 BHK,1160.0,2.0,40.6,2
6965,Uttarahalli,2 BHK,1065.0,2.0,42.59,2
6966,Uttarahalli,2 BHK,1075.0,2.0,46.76,2
6967,Uttarahalli,2 BHK,1155.0,2.0,40.6,2
6970,Uttarahalli,3 BHK,1215.0,2.0,52.85,3
6972,Uttarahalli,2 BHK,1180.0,2.0,41.3,2
6975,Uttarahalli,2 BHK,1002.0,2.0,40.08,2
6976,Uttarahalli,2 BHK,1002.0,2.0,40.08,2
6977,Uttarahalli,2 BHK,1075.0,2.0,40.0,2
6979,Uttarahalli,2 BHK,1155.0,2.0,40.43,2
6981,Uttarahalli,2 BHK,1025.0,2.0,35.88,2
6982,Uttarahalli,2 BHK,1125.0,2.0,47.65,2
6983,Uttarahalli,2 BHK,1300.0,2.0,55.0,2
6984,Uttarahalli,2 BHK,1025.0,2.0,35.88,2
6985,Uttarahalli,2 BHK,980.0,2.0,45.0,2
6986,Uttarahalli,2 BHK,1125.0,2.0,47.0,2
6991,Uttarahalli,2 BHK,1175.0,2.0,47.0,2
6994,Uttarahalli,3 BHK,1525.0,2.0,62.82,3
6995,Uttarahalli,3 BHK,1265.0,2.0,65.0,3
6998,Uttarahalli,2 BHK,1213.0,2.0,48.0,2
7000,Uttarahalli,2 BHK,900.0,2.0,35.0,2
7001,Uttarahalli,2 BHK,1065.0,2.0,42.6,2
7004,Uttarahalli,2 BHK,1125.0,2.0,47.0,2
7005,Uttarahalli,3 BHK,1270.0,2.0,55.25,3
7006,Uttarahalli,3 BHK,1270.0,2.0,55.25,3
7007,Uttarahalli,2 BHK,1107.0,2.0,45.0,2
7008,Uttarahalli,2 BHK,1200.0,2.0,55.0,2
7010,Uttarahalli,3 BHK,1460.0,3.0,76.0,3
7011,Uttarahalli,3 BHK,1500.0,3.0,68.0,3
7012,Uttarahalli,2 BHK,1120.0,2.0,50.0,2
7013,Uttarahalli,2 BHK,1150.0,2.0,46.0,2
7014,Uttarahalli,3 BHK,1330.0,2.0,58.0,3
7016,Uttarahalli,2 BHK,1050.0,2.0,42.0,2
7017,Uttarahalli,2 BHK,1125.0,2.0,48.0,2
7019,Uttarahalli,3 BHK,1345.0,2.0,57.0,3
7020,Uttarahalli,3 BHK,1345.0,2.0,57.0,3
7022,Uttarahalli,2 BHK,1000.0,2.0,52.0,2
7023,Uttarahalli,2 BHK,1037.0,2.0,36.0,2
7025,Uttarahalli,2 BHK,1000.0,2.0,39.5,2
7026,Uttarahalli,2 BHK,1125.0,1.0,45.0,2
7028,Uttarahalli,2 BHK,1160.0,2.0,40.58,2
7029,Uttarahalli,2 BHK,1123.0,2.0,60.0,2
7031,Uttarahalli,2 BHK,1000.0,2.0,35.0,2
7032,Uttarahalli,3 BHK,1330.0,2.0,57.0,3
7033,Uttarahalli,2 BHK,1125.0,2.0,47.0,2
7034,Uttarahalli,2 BHK,1165.0,1.0,42.09,2
7035,Uttarahalli,2 BHK,1260.0,2.0,55.0,2
7036,Uttarahalli,2 BHK,1284.0,2.0,53.36,2
7037,Uttarahalli,2 BHK,1150.0,2.0,45.99,2
7039,Uttarahalli,3 BHK,1290.0,2.0,56.12,3
7040,Uttarahalli,3 BHK,1328.0,2.0,56.0,3
7041,Uttarahalli,2 BHK,1040.0,2.0,36.4,2
7042,Uttarahalli,3 BHK,1290.0,2.0,56.12,3
7044,Uttarahalli,2 BHK,1075.0,2.0,46.76,2
7045,Uttarahalli,3 BHK,1345.0,2.0,57.0,3
7046,Varthur,2 BHK,1160.0,2.0,44.0,2
7047,Varthur,2 BHK,1385.0,2.0,80.0,2
7049,Varthur,2 BHK,1024.0,2.0,42.0,2
7050,Varthur,2 BHK,1125.0,2.0,40.0,2
7051,Varthur,2 BHK,1112.0,2.0,40.0,2
7052,Varthur,2 BHK,1055.0,2.0,45.35,2
7053,Varthur,2 BHK,1280.0,2.0,65.0,2
7054,Varthur,2 BHK,977.0,2.0,36.0,2
7055,Varthur,3 BHK,1250.0,3.0,71.0,3
7056,Varthur,3 Bedroom,1200.0,3.0,67.75,3
7057,Varthur,2 BHK,1111.0,2.0,41.88,2
7058,Varthur,2 BHK,1140.0,2.0,55.5,2
7059,Varthur,2 BHK,1012.0,2.0,59.0,2
7060,Varthur,2 BHK,1140.0,2.0,39.9,2
7061,Varthur,2 BHK,1090.0,2.0,48.0,2
7062,Varthur,3 BHK,1450.0,3.0,71.0,3
7063,Varthur,2 BHK,1210.0,2.0,60.0,2
7064,Varthur,2 BHK,1070.0,2.0,46.0,2
7065,Varthur,3 BHK,1360.0,2.0,85.0,3
7066,Varthur,2 BHK,965.0,2.0,34.0,2
7067,Varthur,2 BHK,1120.0,2.0,44.24,2
7068,Varthur,3 BHK,1395.0,2.0,79.0,3
7069,Varthur,2 BHK,1085.0,2.0,45.0,2
7070,Varthur,2 BHK,1250.0,2.0,47.0,2
7071,Varthur,3 Bedroom,1200.0,3.0,68.38,3
7073,Varthur,2 BHK,1155.0,2.0,60.0,2
7074,Varthur,2 BHK,1035.0,2.0,60.0,2
7075,Varthur,2 BHK,1155.0,2.0,39.0,2
7076,Varthur,2 BHK,1180.0,2.0,55.0,2
7078,Varthur,2 BHK,1738.0,2.0,57.35,2
7079,Varthur,2 BHK,1045.0,2.0,40.65,2
7080,Varthur,2 BHK,1155.0,2.0,39.0,2
7082,Varthur,2 BHK,1210.0,2.0,64.15,2
7084,Varthur,2 BHK,1105.0,2.0,38.0,2
7085,Varthur,3 BHK,1560.0,3.0,90.0,3
7086,Varthur,2 BHK,1760.0,2.0,85.0,2
7087,Varthur,2 BHK,1210.0,2.0,54.0,2
7088,Varthur,2 BHK,1112.0,2.0,40.0,2
7090,Varthur,2 BHK,1000.0,1.0,65.0,2
7092,Varthur Road,2 BHK,900.0,2.0,27.0,2
7093,Varthur Road,2 BHK,1277.0,2.0,59.0,2
7094,Varthur Road,3 BHK,1247.0,2.0,58.0,3
7095,Varthur Road,2 BHK,1050.0,2.0,42.7,2
7096,Varthur Road,2 BHK,1255.0,2.0,52.76,2
7098,Varthur Road,2 BHK,1033.0,2.0,32.0,2
7099,Varthur Road,2 BHK,1140.0,2.0,49.11,2
7100,Varthur Road,2 BHK,850.0,2.0,25.4,2
7101,Vasanthapura,2 BHK,1022.0,2.0,40.0,2
7102,Vasanthapura,2 BHK,1135.0,2.0,39.73,2
7103,Vasanthapura,2 BHK,995.0,2.0,34.82,2
7104,Vasanthapura,2 BHK,995.0,2.0,34.82,2
7105,Vasanthapura,2 BHK,1037.0,2.0,36.28,2
7106,Vasanthapura,2 BHK,978.0,2.0,34.22,2
7107,Vasanthapura,2 BHK,1037.0,2.0,36.28,2
7108,Vidyaranyapura,2 Bedroom,1440.0,2.0,95.0,2
7109,Vidyaranyapura,2 BHK,1062.0,2.0,38.0,2
7110,Vidyaranyapura,2 BHK,1200.0,2.0,55.0,2
7111,Vidyaranyapura,4 Bedroom,1200.0,4.0,90.0,4
7113,Vidyaranyapura,2 BHK,1060.0,2.0,55.0,2
7114,Vidyaranyapura,2 BHK,1100.0,2.0,54.0,2
7115,Vidyaranyapura,3 BHK,1440.0,2.0,70.0,3
7116,Vidyaranyapura,2 BHK,1100.0,2.0,54.0,2
7117,Vidyaranyapura,2 BHK,1000.0,2.0,35.0,2
7119,Vidyaranyapura,2 BHK,1120.0,2.0,70.0,2
7120,Vidyaranyapura,2 BHK,945.0,2.0,40.0,2
